latitude,longitude
53.62995785710339,10.146363623165048
53.63007373604874,10.14678941994798
53.627331998445705,10.139000514318338
53.62751445664244,10.139090710747894
53.62741076201541,10.139090336161328
53.62756028890685,10.139010537976445
53.62747702171848,10.139155632055662
53.62759386788114,10.138983482629994
53.62769384082124,10.14800897191792
53.62780251894116,10.147984549151602
53.631933333333336,10.151186666666666
53.63168,10.151273333333334
53.630491666666664,10.14698
53.630493333333334,10.146881666666667
53.62837021,10.1502702
53.62852398,10.15007888
53.626775463033624,10.15347967865647
53.62673917827512,10.153401956125714
53.62721947487444,10.143602192401886
53.62738267052919,10.143771339207888
53.62474828027189,10.14042142778635
53.62481240183115,10.140561405569317
53.624746981076896,10.140512706711888
53.62483649980277,10.140591831877828
53.62480230163783,10.140560232102873
53.624841780401766,10.140607338398697
53.62478763330728,10.14073901809752
53.62482233438641,10.140789644792676
53.624791111797094,10.14072485268116
53.624860723502934,10.140897603705524
53.63031855387839,10.139436256529397
53.630429984729254,10.139539067192166
53.63045795939232,10.13955184101516
53.63027181294562,10.139410773611448
53.62705572064436,10.139994200580842
53.627168634849525,10.140116795708543
53.62718070079158,10.14017472396342
53.6272857937273,10.140169051336445
53.62720407674351,10.140196352552396
53.62732467581391,10.140065798586772
53.62725103095626,10.140223602360589
53.627365488203544,10.139963163673157
53.6273358422114,10.140045049490116
53.62746642361004,10.139950448079952
53.62737156728854,10.139954504923296
53.62751762937764,10.140012382579112
53.627424201371696,10.13991461912963
53.6275549926997,10.140092725706566
53.62960541041064,10.147367047135075
53.629890703597816,10.147089581885822
53.628571996484474,10.149895075537902
53.628456014851835,10.150047390938028
53.628567129188454,10.149977756892442
53.6284490125331,10.150070749872729
53.628566319166566,10.150000203596054
53.62844691713502,10.15009037168466
53.627831892547405,10.150389165618906
53.62802032917958,10.15051937614607
53.627874919317264,10.150327552991389
53.62807226308989,10.150508427644231
53.62793193864589,10.150492041751756
53.62814395239577,10.150517388600166
53.628026716618486,10.150515633177797
53.62820882743891,10.150499129362016
53.628162719687694,10.15053321048368
53.62832444181425,10.150389073121604
53.63305320252095,10.146822600309733
53.63314605059279,10.146801745133804
53.63304055974945,10.146549608705683
53.63316422816297,10.14679787623846
53.62822805,10.15141444
53.62836633,10.15131793
53.62847102,10.15038498
53.62855555,10.15020281
53.62851737,10.15020703
53.62864743,10.15018815
53.62856567,10.15020872
53.62869882,10.15020266
53.62882071,10.15020901
53.62894265,10.15028013
53.6288641,10.15023602
53.62895,10.15035544
53.62880857,10.15037081
53.62875417,10.15029828
53.6287539,10.150354
53.62880128,10.15031379
53.62871235,10.15025354
53.62879619,10.15035591
53.62517333,10.14727374
53.62515902,10.14717686
53.62517016,10.14715759
53.62515239,10.14721988
53.62990935217476,10.146500138795318
53.63009025909447,10.146743426268731
53.62989011012459,10.146706296689636
53.63021324650512,10.14665958160526
53.629652028903365,10.145570347085595
53.62985948100686,10.14576849527657
53.62994833333334,10.146923333333332
53.630098333333336,10.147033333333331
53.63208097651002,10.154196370540577
53.63236406726907,10.154122004097925
53.628509521484375,10.150086666666668
53.628631591796875,10.149945
53.628662109375,10.14992456584847
53.62860107421875,10.150098030949348
53.628936767578125,10.15043648650739
53.628997802734375,10.150384441935511
53.62896728515625,10.150427927706993
53.62890625,10.150333336612444
53.628753662109375,10.150379677485008
53.628814697265625,10.150204810874518
53.628662109375,10.15013142353025
53.628662109375,10.149941795599776
53.634490966796875,10.154982941940668
53.634613037109375,10.15514445486165
53.634674072265625,10.155115221770334
53.634857177734375,10.155022597624392
53.634765625,10.154862589691438
53.634765625,10.155077672261202
53.6255322184228,10.140581924113162
53.62582388212058,10.140840631259124
53.625740392792366,10.141090510024949
53.62571106881425,10.14075014296506
53.6258233566115,10.140842204053264
53.625610919397985,10.14067079882321
53.625827592044566,10.140829527325328
53.6255658201368,10.140619869584697
53.62564005334099,10.14025490729112
53.625407634501855,10.140545380572078
53.62549507431964,10.140569762297618
53.62538890872987,10.14045736335866
53.629771977780955,10.145869152583703
53.62994017229334,10.145729271023365
53.62720228940471,10.143508347321964
53.627362711614495,10.143777324227491
53.62749888430593,10.145248232477329
53.62749353821607,10.145395470314943
53.62746988920679,10.145444567189156
53.627458589837495,10.145418197006157
53.62837374680859,10.15052849687513
53.62856242361299,10.150070749834558
53.629818478608954,10.147146557039378
53.63010964680519,10.146900783831644
53.62995016591073,10.146943592581648
53.630142042779184,10.14707285421856
53.63011595231139,10.146933109637532
53.63025919049701,10.146989817097136
53.63014934922167,10.147092043976558
