latitude,longitude
53.547241752126894,9.966651278405248
53.54755944519804,9.966487105067513
53.54840087890625,9.953256499223077
53.548492431640625,9.953177162902016
53.5484619140625,9.953192969883544
53.548492431640625,9.953177162902016
53.55043333333333,9.953461666666668
53.550486666666664,9.9536
53.55147053,9.95404374
53.55156233,9.95397275
53.55169701,9.95372458
53.55180577,9.95364106
53.55172713,9.95364366
53.55185359,9.95365869
53.55160961,9.95392345
53.5517152,9.95384326
53.55169048,9.95393515
53.55177711,9.95375569
53.55172277,9.95383162
53.55180916,9.95370443
53.54486608348577,9.950740441473446
53.54502651159989,9.951094925819511
53.55006651108853,9.953579147885817
53.550180101200866,9.953758680714156
53.54482882044322,9.95020802419902
53.54500479689804,9.95009028171925
53.5448763296372,9.950246886419553
53.54506826619372,9.949996910706908
53.54478479667862,9.949945666090654
53.54459257199333,9.950289945857255
53.54757383465767,9.953007772564888
53.54769034311175,9.953283704817297
53.55079175838728,9.953134899762889
53.550800742328995,9.95294480782791
53.54731563744693,9.966312661231294
53.547479844056106,9.966078099260743
53.54610847668772,9.961078225282378
53.54607340885235,9.961034549674944
53.54855682235211,9.954920019954445
53.54870845098048,9.954526824876666
53.54607855192877,9.96107255351688
53.54622019390347,9.96140269991482
53.5413981799124,9.96630690127984
53.54163490977551,9.966123981375697
53.541482703519144,9.9660794137407
53.54168449733843,9.966166845149552
53.5416714560327,9.966067508695138
53.54191732175962,9.966055951495653
53.54172135712646,9.966100310383682
53.54182469367686,9.965872159598865
53.55052977647183,9.953039683887594
53.55068915511615,9.952988893516988
53.55070038741194,9.953000596748169
53.55083347470414,9.95299029596514
53.55074608458865,9.9529826557702
53.55088304612797,9.953007193202131
53.55079735963882,9.952974543865768
53.550871048593386,9.953133410263762
53.54607333333333,9.960772216666667
53.54607263393107,9.961153251322276
53.54606155566712,9.96118435213399
53.54627229723715,9.961362357149168
53.54616751576592,9.961365512251454
53.546436956462045,9.961146333572088
53.54755059680347,9.959995855420573
53.54760255447268,9.960104742625337
53.54646721716587,9.956945979078109
53.54642671037445,9.957000484275795
53.5463926563126,9.95694636445482
53.5464005128266,9.957022247364335
53.54636974570019,9.95709236864372
53.54637838932808,9.95700277554208
53.550377655446134,9.95325120677915
53.55028299601772,9.953407884361772
53.550456523605675,9.953405870716406
53.550493441809365,9.953313388022671
53.54978036504695,9.95357109894195
53.549988380668026,9.953677551522034
